Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Mitsubishi,2014,Lancer,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,2.4,Front,Unleaded,8.9,44249,Silver / Black,"Arncliffe, NSW",4.0,Hatchback,5.0,5.0,18990.0
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,1.5,Front,Unleaded,4.9,27100,Silver / Cloth,"Darlinghurst, NSW",4.0,Hatchback,5.0,5.0,23999.0
Mazda,2009,3,Hatchback,2009 Mazda 3 Maxx Sport,USED,Automatic,2.0,Front,Unleaded,8.2,70661,White / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,14995.0
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,2.5,4WD,Diesel,9.3,215100,White / -,"Eastern Creek, NSW",4.0,Ute / Tray,4.0,5.0,18995.0
Volkswagen,2014,Golf,Hatchback,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,1.4,Front,Premium,5.4,155036,Black / Black,"Castle Hill, NSW",4.0,Hatchback,5.0,5.0,14990.0
BMW,2012,M135I,Hatchback,2012 BMW M135I,USED,Automatic,3.0,Rear,Premium,7.5,67678,Grey / Black Leather,"Rydalmere, NSW",6.0,Hatchback,5.0,5.0,29950.0
Holden,2015,Commodore,Wagon,2015 Holden Commodore SV6 Storm,USED,Automatic,3.6,Rear,Unleaded,9.8,133934,White / Black,"Homebush, NSW",6.0,Wagon,4.0,5.0,22999.0
Volkswagen,2008,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Automatic,2.0,Front,Premium,8.0,174915,Silver / -,"Cabramatta, NSW",4.0,Hatchback,5.0,5.0,14990.0
Holden,2014,Cruze,Sedan,2014 Holden Cruze Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,117000,Silver / -,"Windsor, NSW",4.0,Sedan,4.0,5.0,7888.0
Hyundai,2018,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,2.5,Rear,Diesel,8.8,190176,Grey / Grey,"Cabramatta, NSW",4.0,Wagon,4.0,8.0,27990.0
Mitsubishi,2013,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Manual,2.5,4WD,Diesel,9.1,231675,White / -,"Smithfield, NSW",4.0,Ute / Tray,4.0,5.0,19800.0
BMW,2021,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,2.0,Rear,Premium,6.4,23332,Black / -,"Sylvania, NSW",4.0,Sedan,4.0,5.0,67988.0
Volkswagen,2018,Golf,Wagon,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,1.4,Front,Premium,5.6,130647,White / Black,"Blacktown, NSW",4.0,Wagon,4.0,5.0,21880.0
Audi,2019,Q3,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,1.4,Front,Premium,7.2,47307,White / Black,"Carlton, NSW",4.0,SUV,4.0,5.0,41888.0
Nissan,2005,Elgrand,Nippon Motors,2005 Nissan Elgrand Highway Star,USED,Automatic,3.5,Other,Unleaded,11.2,69619,Black / Black,"Ingleburn, NSW",6.0,Commercial,4.0,7.0,17900.0
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,2.4,Other,Unleaded,8.9,128647,Silver / Beige,"Ingleburn, NSW",4.0,Commercial,5.0,7.0,18900.0
Subaru,2016,Outback,SUV,2016 Subaru Outback 2.5I Premium,USED,Automatic,2.5,AWD,Premium,7.3,74983,Silver / Black,"North Narrabeen, NSW",4.0,SUV,4.0,5.0,29990.0
Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Manual,2.3,Front,Premium,8.8,102496,Black / Grey,"Leichhardt, NSW",4.0,Hatchback,5.0,5.0,7920.0
Hyundai,2015,Accent,Hatchback,2015 Hyundai Accent Active,USED,Automatic,1.6,Front,Unleaded,6.4,84924,Silver / Black,"Homebush, NSW",4.0,Hatchback,5.0,5.0,14999.0
Land,2013,Rover,SUV,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,3.0,4WD,Diesel,8.8,159558,White / Black,"Glebe, NSW",6.0,SUV,4.0,5.0,38950.0
Mercedes-Benz,2014,B-Class,CBP Motors,2014 Mercedes-Benz B-Class B200 DCT,USED,Automatic,2.0,Front,Premium,8.9,98296,Black / -,"Five Dock, NSW",4.0,Hatchback,5.0,6.0,16999.0
Ford,2013,Focus,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,1.6,Front,Unleaded,6.6,67590,Silver / Black,"Leichhardt, NSW",4.0,Hatchback,5.0,5.0,12990.0
Kia,2017,Sportage,SUV,2017 Kia Sportage GT-Line (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,65502,White / Black,"Ryde, NSW",4.0,SUV,4.0,5.0,29990.0
Porsche,2010,Cayenne,SUV,2010 Porsche Cayenne S,USED,Automatic,4.8,AWD,Premium,10.5,193271,White / Black,"Haberfield, NSW",8.0,SUV,4.0,5.0,29990.0
Porsche,2016,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,3.8,Rear,Premium,10.3,23481,White / Black,"Blacktown, NSW",6.0,Coupe,2.0,2.0,214880.0
Ford,2007,Territory,SUV,2007 Ford Territory SR (4X4),USED,Automatic,4.0,AWD,Unleaded,12.2,173839,White / -,"Penrith, NSW",6.0,SUV,4.0,5.0,8950.0
Suzuki,2017,Swift,Alto Volkswagen Used Cars,2017 Suzuki Swift Sport,USED,Automatic,2.0,Front,Premium,8.9,55794,Yellow / Black,"Blacktown, NSW",6.0,Hatchback,4.0,6.0,26280.0
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara SL (4X4),USED,Automatic,2.3,4WD,Diesel,7.0,258936,White / Black,"Blacktown, NSW",4.0,Ute / Tray,4.0,5.0,21290.0
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,2.4,Other,Unleaded,5.7,106208,Blue / Beige,"Ingleburn, NSW",4.0,Commercial,4.0,7.0,22900.0
Daihatsu,2019,Hijet,02 **** ****,2019 Daihatsu Hijet,USED,Missing,2.0,Other,Missing,8.9,19730,Green / Grey,"West Ryde, NSW",6.0,Missing,4.0,6.0,33888.0
Toyota,2013,RAV4,SUV,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,2.2,AWD,Diesel,6.5,292134,Grey / Black Leather,"Bankstown, NSW",4.0,SUV,4.0,5.0,14995.0
Toyota,2008,Hilux,Ute / Tray,2008 Toyota Hilux SR5 (4X4),USED,Automatic,3.0,4WD,Diesel,9.5,251000,White / Grey,"Blacktown, NSW",4.0,Ute / Tray,4.0,5.0,21290.0
Mazda,2014,3,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,2.0,Front,Unleaded,5.8,130242,Brown / Black,"Liverpool, NSW",4.0,Hatchback,5.0,5.0,16388.0
Hyundai,2021,Venue,SUV,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,1.6,Front,Unleaded,7.2,35024,White / Grey,"Castle Hill, NSW",4.0,SUV,4.0,5.0,26990.0
BMW,2015,X1,SUV,2015 BMW X1 Xdrive 20D,USED,Automatic,2.0,AWD,Diesel,5.1,44145,White / -,"Campbelltown, NSW",4.0,SUV,4.0,5.0,32000.0
BMW,2021,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,2.0,Rear,Premium,6.4,29567,Black / -,"Sylvania, NSW",4.0,Sedan,4.0,5.0,67988.0
Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Automatic,2.3,Front,Premium,8.9,223898,Black / -,"Punchbowl, NSW",4.0,Hatchback,5.0,5.0,7600.0
Hyundai,2013,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,1.6,Front,Unleaded,6.4,155244,White / -,"Minchinbury, NSW",4.0,Hatchback,3.0,4.0,17990.0
Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,2.5,Front,Unleaded,7.9,149988,Grey / -,"Pendle Hill, NSW",4.0,Sedan,4.0,5.0,19950.0
Mitsubishi,2011,Lancer,Hatchback,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,2.0,Front,Unleaded,7.3,205373,Red / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,9990.0
BMW,2020,M4,Coupe,2020 BMW M4 Competition,USED,Automatic,3.0,Rear,Premium,8.8,2858,White / Black,"Sylvania, NSW",6.0,Coupe,2.0,4.0,129988.0
Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,1.4,Front,Unleaded,6.2,201011,Grey / Black,"Penrith, NSW",4.0,Hatchback,5.0,5.0,7999.0
Ford,2008,Transit,Commercial,2008 Ford Transit,USED,Manual,2.4,Rear,Diesel,9.5,305593,White / -,"Minchinbury, NSW",4.0,Commercial,2.0,3.0,9995.0
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,2.4,Other,Unleaded,5.3,165589,Black / Beige,"Ingleburn, NSW",4.0,Commercial,4.0,7.0,19900.0
Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,1.2,Front,Premium,5.1,57217,Silver / Black,"Homebush, NSW",3.0,Hatchback,5.0,5.0,16990.0
Holden,2017,Trax,SUV,2017 Holden Trax LT,USED,Automatic,1.4,Front,Unleaded,6.9,83147,Blue / -,"Blacktown, NSW",4.0,SUV,4.0,5.0,17888.0
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,2.5,4WD,Diesel,9.3,204000,White / -,"Eastern Creek, NSW",4.0,Ute / Tray,4.0,5.0,18995.0
Subaru,2013,Forester,SUV,2013 Subaru Forester 2.0I,USED,Manual,2.0,AWD,Unleaded,7.2,122077,Red / -,"Sylvania, NSW",4.0,SUV,4.0,5.0,16857.0
Mazda,2015,CX-3,SUV,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,2.0,Front,Unleaded,6.1,60581,Blue / Black,"Castle Hill, NSW",4.0,SUV,4.0,5.0,22990.0
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,2.5,4WD,Diesel,9.8,259488,White / -,"Campbelltown, NSW",4.0,Ute / Tray,2.0,2.0,13950.0
Holden,2017,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,2.4,Front,Unleaded,9.0,186954,Grey / -,"Haberfield, NSW",4.0,SUV,4.0,7.0,12990.0
Kia,2017,Cerato,Hatchback,2017 Kia Cerato S Premium,USED,Automatic,2.0,Front,Unleaded,7.1,21350,Red / -,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,22990.0
Audi,2016,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,2.5,AWD,Premium,8.1,47926,White / Black,"Castle Hill, NSW",5.0,Hatchback,5.0,5.0,59990.0
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GL,USED,Manual,2.5,Rear,Diesel,8.0,88861,White / -,"Mcgraths Hill, NSW",4.0,Ute / Tray,2.0,2.0,21880.0
Jeep,2007,Grand,SUV,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3.0,4WD,Diesel,16.0,199000,- / -,"Strathfield, NSW",6.0,SUV,4.0,5.0,10990.0
Mercedes-Benz,2018,C200,Sedan,2018 Mercedes-Benz C200,USED,Automatic,2.0,Rear,Hybrid,6.5,72540,Blue / Black,"Blacktown, NSW",4.0,Sedan,4.0,4.0,39990.0
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,87043,Blue / -,"Wollongong, NSW",4.0,Hatchback,5.0,5.0,39990.0
Ford,2012,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,9.4,254121,White / Grey,"Cabramatta, NSW",5.0,Ute / Tray,4.0,5.0,21990.0
Honda,2008,Civic,Hatchback,2008 Honda Civic Type R,USED,Manual,2.0,Front,Premium,9.3,165450,Silver / -,"Minchinbury, NSW",4.0,Hatchback,3.0,4.0,18990.0
Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,1.5,Front,Unleaded,7.3,15087,White / -,"Banksia, NSW",4.0,SUV,4.0,5.0,39990.0
Nissan,2013,Navara,Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,2.5,4WD,Diesel,10.5,159056,White / -,"Campbelltown, NSW",4.0,Ute / Tray,4.0,5.0,21990.0
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,2.0,AWD,Diesel,6.8,97295,White / -,"Wollongong, NSW",4.0,SUV,4.0,5.0,31990.0
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,2.5,AWD,Unleaded,7.4,83095,Red / -,"Campbelltown, NSW",4.0,SUV,4.0,5.0,26990.0
Toyota,2015,HiAce,Nippon Motors,2015 Toyota HiAce GL,USED,Automatic,2.5,Rear,Unleaded,9.8,167379,White / Black,"Ingleburn, NSW",4.0,Commercial,4.0,10.0,32900.0
Isuzu,2017,D-MAX,Ute / Tray,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,3.0,4WD,Diesel,7.7,192988,White / -,"Five Dock, NSW",4.0,Ute / Tray,4.0,5.0,28999.0
Mercedes-Benz,2014,A200,Hatchback,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,1.8,Front,Diesel,4.6,105663,Blue / -,"Campbelltown, NSW",4.0,Hatchback,5.0,5.0,22500.0
Toyota,2007,HiAce,Commercial,2007 Toyota HiAce LWB,USED,Manual,2.7,Rear,Unleaded,11.6,222603,White / Grey,"Croydon, NSW",4.0,Commercial,4.0,3.0,17990.0
Ford,2020,Puma,SUV,2020 Ford Puma,USED,Automatic,1.0,Front,Premium,5.3,22300,Blue / -,"Smithfield, NSW",3.0,SUV,5.0,5.0,27800.0
Mazda,2022,2,Hatchback,2022 Mazda 2 G15 Evolve,USED,Automatic,1.5,Front,Unleaded,5.2,11824,Grey / -,"Wollongong, NSW",4.0,Hatchback,5.0,5.0,29990.0
Toyota,2007,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.7,250318,Silver / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,10990.0
Jeep,2016,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3.6,4WD,Premium,10.4,39967,White / Black,"Castle Hill, NSW",6.0,SUV,4.0,5.0,34800.0
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,38341,Blue / Grey,"Granville, NSW",4.0,SUV,4.0,5.0,28984.0
Toyota,2020,Camry,Sedan,2020 Toyota Camry Ascent Sport,USED,Automatic,2.5,Front,Unleaded,8.3,7528,Silver / Black,"Castle Hill, NSW",4.0,Sedan,4.0,5.0,32990.0
Honda,2018,City,Sedan,2018 Honda City VTI,USED,Automatic,1.5,Front,Unleaded,5.8,94385,Silver / Black,"Homebush, NSW",4.0,Sedan,4.0,5.0,19999.0
Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,1.2,AWD,Premium,5.6,110047,Red / -,"Wollongong, NSW",4.0,SUV,4.0,5.0,29990.0
Kia,2012,Sorento,SUV,2012 Kia Sorento Platinum (4X4),USED,Automatic,2.2,AWD,Diesel,7.4,164189,Silver / Black,"Cabramatta, NSW",4.0,SUV,4.0,7.0,16990.0
Holden,2013,Cruze,Hatchback,2013 Holden Cruze CD Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,106722,White / -,"Smithfield, NSW",4.0,Hatchback,5.0,5.0,10800.0
Isuzu,2018,MU-X,SUV,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,3.0,Front,Diesel,8.1,72650,White / Grey,"Blacktown, NSW",4.0,SUV,4.0,7.0,39880.0
Kia,2015,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,123624,Silver / -,"Camden, NSW",4.0,Sedan,4.0,5.0,14995.0
Lexus,2014,IS350,Sedan,2014 Lexus IS350 F Sport,USED,Automatic,3.5,Rear,Premium,9.7,155620,Silver / Black,"Castle Hill, NSW",6.0,Sedan,4.0,5.0,27990.0
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,1.5,Front,Unleaded,4.9,53426,White / Black Cloth,"Wollongong, NSW",4.0,Hatchback,5.0,5.0,22990.0
Toyota,2009,Corolla,Hatchback,2009 Toyota Corolla Levin ZR,USED,Automatic,1.8,Front,Unleaded,7.7,114727,Silver / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,14995.0
Toyota,2016,Kluger,SUV,2016 Toyota Kluger GXL (4X4),USED,Automatic,3.5,AWD,Unleaded,10.6,98983,Grey / Black,"Blacktown, NSW",6.0,SUV,4.0,7.0,39280.0
Volkswagen,2007,Golf,Hatchback,2007 Volkswagen Golf GTI,USED,Automatic,2.0,Front,Premium,8.1,160523,Silver / Grey,"Leichhardt, NSW",4.0,Hatchback,3.0,5.0,10990.0
Holden,2015,Commodore,Sedan,2015 Holden Commodore SS-V Redline,USED,Automatic,6.0,Rear,Premium,11.8,96000,White / Black Leather,"Castle Hill, NSW",8.0,Sedan,4.0,5.0,47990.0
Nissan,2016,X-Trail,SUV,2016 Nissan X-Trail ST (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,39397,Red / -,"Penrith, NSW",4.0,SUV,4.0,5.0,23950.0
Hyundai,2020,I30,Hatchback,2020 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,54368,White / -,"Campbelltown, NSW",4.0,Hatchback,4.0,5.0,26990.0
Holden,2014,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,220683,Silver / -,"Adamstown, NSW",4.0,Hatchback,5.0,5.0,7990.0
Mini,2016,Cooper,Exclusive Autohaus,2016 Mini Cooper Cooper S,USED,Manual,2.0,Other,Missing,8.9,79008,Black / Leather,"Blacktown, NSW",6.0,Hatchback,3.0,4.0,28999.0
Toyota,2013,Camry,Sedan,2013 Toyota Camry Atara S,USED,Automatic,2.5,Front,Unleaded,7.8,89140,Grey / Black,"Five Dock, NSW",4.0,Sedan,4.0,5.0,17900.0
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.6,149974,Red / Black,"Lidcombe, NSW",4.0,Hatchback,5.0,5.0,16990.0
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,44879,White / -,"Blacktown, NSW",4.0,Hatchback,4.0,5.0,26990.0
Mazda,2016,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,110909,White / -,"Cardiff, NSW",5.0,Ute / Tray,4.0,5.0,34913.0
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.6,109519,White / Black,"Castle Hill, NSW",4.0,Hatchback,5.0,5.0,19990.0
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,19372,Grey / Red,"Carlton, NSW",6.0,Sedan,4.0,5.0,55888.0
Toyota,2015,RAV4,SUV,2015 Toyota RAV4 GXL (4X4),USED,Automatic,2.5,AWD,Unleaded,8.5,155198,Silver / -,"Granville, NSW",4.0,SUV,4.0,5.0,24950.0
Honda,2012,Jazz,Hatchback,2012 Honda Jazz Vibe,USED,Automatic,1.3,Front,Unleaded,6.6,111323,Green / -,"Kirrawee, NSW",4.0,Hatchback,5.0,5.0,12800.0
BMW,2017,430I,Hatchback,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,2.0,Rear,Premium,5.8,79882,Grey / Beige,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,41280.0
Volkswagen,2008,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Manual,2.0,Front,Premium,8.1,155839,Silver / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,13990.0
Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,2.5,AWD,Unleaded,7.3,66805,Grey / -,"Blacktown, NSW",4.0,SUV,4.0,5.0,33898.0
Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,227646,Silver / -,"Cardiff, NSW",6.0,SUV,4.0,5.0,8913.0
Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.3,88465,Silver / -,"Pennant Hills, NSW",4.0,Hatchback,5.0,5.0,14888.0
Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,3.6,Rear,Unleaded,9.5,237426,Blue / -,"Minchinbury, NSW",6.0,Sedan,4.0,5.0,15995.0
Toyota,1999,Landcruiser,Ute / Tray,1999 Toyota Landcruiser (4X4),USED,Manual,4.2,4WD,Diesel,0.0,41750,Red / Grey,"Lidcombe, NSW",6.0,Ute / Tray,2.0,3.0,48999.0
Toyota,2013,Hilux,Ute / Tray,2013 Toyota Hilux SR,USED,Manual,3.0,Rear,Diesel,8.1,345194,White / Grey,"Blacktown, NSW",4.0,Ute / Tray,4.0,5.0,12990.0
Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla ZR,USED,Automatic,1.8,Front,Unleaded,6.1,130970,Red / Black,"East Maitland, NSW",4.0,Hatchback,5.0,5.0,23990.0
Honda,2016,Civic,Sedan,2016 Honda Civic VTI-L,USED,Automatic,1.5,Front,Unleaded,6.0,35612,Silver / Black,"Liverpool, NSW",4.0,Sedan,4.0,5.0,24888.0
Audi,2013,A3,Hatchback,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,1.8,Front,Premium,6.7,148265,Brown / Grey,"Leichhardt, NSW",4.0,Hatchback,5.0,5.0,13999.0
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 N Line,USED,Automatic,1.6,Front,Unleaded,7.1,83494,Black / Leather,"Minto, NSW",4.0,Hatchback,4.0,5.0,27950.0
Mazda,2012,2,Hatchback,2012 Mazda 2 Genki,USED,Automatic,1.5,Front,Unleaded,6.8,85492,Silver / -,"Lidcombe, NSW",4.0,Hatchback,5.0,5.0,13990.0
Volkswagen,2013,Tiguan,SUV,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,2.0,AWD,Premium,8.8,126408,Grey / Black,"Cardiff, NSW",4.0,SUV,4.0,5.0,19999.0
Renault,2017,Trafic,Commercial,2017 Renault Trafic LWB,USED,Manual,1.6,Front,Diesel,6.2,173156,White / -,"Granville, NSW",4.0,Commercial,4.0,3.0,22950.0
Peugeot,2013,208,Hatchback,2013 Peugeot 208 GTI,USED,Manual,1.6,Front,Premium,5.9,78783,Grey / Black,"Granville, NSW",4.0,Hatchback,3.0,5.0,14990.0
Land,2020,Rover,SUV,2020 Land Rover Range Rover Evoque P200 S (147KW),USED,Automatic,2.0,AWD,Premium,8.1,26227,Black / -,"Rozelle, NSW",4.0,SUV,4.0,5.0,69800.0
Honda,2017,HR-V,SUV,2017 Honda HR-V VTI,USED,Automatic,1.8,Front,Unleaded,6.6,101821,Black / -,"Minchinbury, NSW",4.0,SUV,4.0,5.0,20995.0
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Manual,2.5,4WD,Diesel,8.1,221872,White / -,"Cardiff, NSW",4.0,Ute / Tray,4.0,5.0,14413.0
Nissan,2015,Pulsar,Sedan,2015 Nissan Pulsar ST,USED,Automatic,1.8,Front,Unleaded,6.7,90691,White / -,"Liverpool, NSW",4.0,Sedan,4.0,5.0,14776.0
Mazda,2018,6,Sedan,2018 Mazda 6 Touring (5YR),USED,Automatic,2.5,Front,Unleaded,7.0,24305,Blue / -,"Arncliffe, NSW",4.0,Sedan,4.0,5.0,29990.0
Audi,2007,A4,Sedan,2007 Audi A4 2.0 Tfsi,USED,Automatic,2.0,Front,Premium,8.3,168901,Silver / Black,"Petersham, NSW",4.0,Sedan,4.0,5.0,7950.0
Honda,2005,Accord,Sedan,2005 Honda Accord VTI,USED,Automatic,2.4,Front,Unleaded,9.3,167562,Gold / -,"Lansvale, NSW",4.0,Sedan,4.0,5.0,7949.0
Audi,2016,SQ5,SUV,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,6.8,152995,Grey / -,"Five Dock, NSW",6.0,SUV,5.0,5.0,29999.0
Toyota,2007,Corolla,Sedan,2007 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.4,236946,Silver / Cloth,"Kirrawee, NSW",4.0,Sedan,4.0,5.0,8880.0
Holden,2011,Commodore,Wagon,2011 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,9.8,183580,Silver / -,"Adamstown, NSW",6.0,Wagon,4.0,5.0,12990.0
Mercedes-Benz,2005,CLK-Class,Mr Car,2005 Mercedes-Benz CLK-Class C209 Elegance Coupe 2dr Spts Auto 7sp 3.5i Luxury,USED,Automatic,3.5,Other,Unleaded,0.0,180499,Black / -,"Rouse Hill, NSW",6.0,Coupe,2.0,4.0,9999.0
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail TL (fwd),USED,Automatic,1.6,Front,Diesel,5.3,124882,Red / Black,"Liverpool, NSW",4.0,SUV,4.0,5.0,19888.0
Mazda,2005,6,Sedan,2005 Mazda 6 Classic,USED,Automatic,2.3,Front,Premium,8.9,247519,Gold / -,"Minto, NSW",4.0,Sedan,4.0,5.0,5950.0
Audi,2021,Q3,SUV,2021 Audi Q3 35 Tfsi,USED,Automatic,1.4,Front,Premium,7.2,9819,Blue / Black,"Jamisontown, NSW",4.0,SUV,4.0,5.0,51990.0
Lexus,2004,IS300,Sedan,2004 Lexus IS300 Sports Luxury,USED,Automatic,3.0,Rear,Unleaded,10.5,124230,Black / -,"Minto, NSW",6.0,Sedan,4.0,5.0,16000.0
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GLX,USED,Automatic,2.4,Rear,Diesel,8.3,43839,White / Grey,"Gateshead, NSW",4.0,Ute / Tray,2.0,2.0,33990.0
Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,6.9,106286,Silver / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,16990.0
Mercedes-Benz,2011,C-CLASS,USED Dealer ad,2011 Mercedes-Benz C-CLASS W204 Elegance Sedan 4dr Spts Auto 5sp 1.8T Luxury,USED,Automatic,,Other,Unleaded,,167420,Black / -,"Rouse Hill, NSW",,Missing,,,15999.0
Toyota,2018,Kluger,SUV,2018 Toyota Kluger GX (4X2),USED,Automatic,3.5,Front,Unleaded,9.1,128601,White / -,"Blacktown, NSW",6.0,SUV,4.0,7.0,36888.0
Subaru,2011,Outback,SUV,2011 Subaru Outback 3.6R Premium,USED,Automatic,3.6,AWD,Premium,10.3,91016,Black / Black,"Brookvale, NSW",6.0,SUV,4.0,5.0,16999.0
Jaguar,2014,XF,Sedan,2014 Jaguar XF 2.2D Premium Luxury,USED,Automatic,2.2,Rear,Diesel,5.2,38821,Grey / -,"Rozelle, NSW",4.0,Sedan,4.0,5.0,29800.0
